gene_id,DRR546743,DRR546744,DRR546790,SRR2960319,SRR5889337,SRR8996966,SRR8996977,SRR8997009
gene-LOC100684726|LOC100684726,49,29,87,78,0,201,809,91
rna-NR_049318.1|MIR194,0,0,0,0,0,0,0,0
gene-RAB3GAP2|RAB3GAP2,902,1138,1191,1291,0,1478,4009,0
gene-LOC119868108|LOC119868108,0,0,0,0,0,0,0,0
gene-MIR664|MIR664,0,0,0,0,0,0,0,0
rna-NR_049317.1|MIR664,0,0,0,0,0,0,0,0
gene-IARS2|IARS2,1760,1929,1980,2378,0,3246,6261,0
gene-LOC100683681|LOC100683681,12,4,17,11,3,8,12,2
gene-LOC119868043|LOC119868043,1,2,2,3,0,10,3,0
gene-MARK1|MARK1,31,13,87,37,0,69,302,0
gene-LOC119868045|LOC119868045,0,0,0,0,0,0,0,0
gene-LOC119868048|LOC119868048,11,7,31,533,0,593,2608,0
gene-LOC119868046|LOC119868046,5066,5218,12384,50670,2,39093,44868,2
gene-HLX|HLX,124,39,192,248,0,98,403,0
gene-LOC100683037|LOC100683037,0,0,0,0,0,0,0,0
gene-LOC100683112|LOC100683112,2,3,2,1,1,3,0,0
gene-LOC119868049|LOC119868049,0,8,15,24,0,16,44,0
gene-LOC111094505|LOC111094505,0,0,0,0,0,0,2,0
gene-DUSP10|DUSP10,391,159,258,300,0,360,1057,0
gene-MTARC2|MTARC2,43253,30147,61305,121654,7946,152019,184938,7195
gene-LOC106558350|LOC106558350,10,4,11,19,0,39,275,1
gene-MTARC1|MTARC1,3792,6278,11665,31961,12,22267,51267,0
gene-LOC102153872|LOC102153872,1,1,2,0,2,1,1,0
gene-HHIPL2|HHIPL2,358,53,1208,1893,0,1582,159,0
gene-LOC119868099|LOC119868099,0,0,0,0,0,0,0,0
gene-LOC119868051|LOC119868051,0,0,0,0,0,0,0,0
gene-TAF1A|TAF1A,274,301,709,320,0,1412,2903,0
gene-LOC106558341|LOC106558341,0,0,0,10,0,0,6,0
gene-LOC119868096|LOC119868096,0,0,0,0,0,0,2,0
gene-LOC111094502|LOC111094502,8,0,37,16,0,57,129,0
gene-BROX|BROX,623,559,1063,707,0,977,2560,0
gene-MIA3|MIA3,6937,6069,10067,11942,20,13230,23316,8
gene-LOC119868052|LOC119868052,0,0,5,0,0,3,7,0
gene-LOC119868053|LOC119868053,14,6,57,99,0,39,48,0
gene-AIDA|AIDA,1267,1479,4530,3232,0,3420,8491,3
gene-LOC111094472|LOC111094472,0,0,0,0,0,0,0,0
gene-LOC111094470|LOC111094470,0,0,0,0,0,0,0,0
gene-LOC119868054|LOC119868054,0,0,9,7,0,3,41,0
gene-FAM78B|FAM78B,96,18,235,245,0,625,550,0
gene-LOC111094498|LOC111094498,0,0,1,0,0,0,0,0
gene-UCK2|UCK2,181,872,138,1681,0,800,856,0
gene-MIR8798|MIR8798,16,6,10,39,0,22,55,0
rna-NR_128738.1|MIR8798,1,1,1,1,0,1,1,0
gene-TMCO1|TMCO1,2012,1341,2260,3352,0,4558,14018,0
gene-LOC100684998|LOC100684998,3,0,4,2,0,0,6,0
gene-LOC102152865|LOC102152865,0,0,0,0,0,0,0,0
gene-ALDH9A1|ALDH9A1,14390,15454,6277,44806,24,87270,19074,17
gene-MGST3|MGST3,1856,1933,713,1216,1475,3859,4075,2612
gene-PBX1|PBX1,164,1570,960,3129,0,1497,3564,0
gene-LOC119870479|LOC119870479,0,0,0,0,0,0,0,0
gene-LOC119868057|LOC119868057,32,11,4,9,3,4,2,2
gene-NUF2|NUF2,99,179,795,125,0,422,431,0
gene-LOC111094534|LOC111094534,89,149,49,45,0,138,286,0
gene-RGS4|RGS4,7,8,130,21,0,19,94,0
gene-RGS5|RGS5,2619,1613,4846,3298,0,11524,28998,0
gene-HSD17B7|HSD17B7,1698,525,1121,1782,0,5374,3723,0
gene-DDR2|DDR2,36,222,404,303,0,445,1349,0
gene-LOC111094605|LOC111094605,0,0,2,0,0,0,0,0
gene-SH2D1B|SH2D1B,79,6,68,236,0,81,1477,0
gene-UAP1|UAP1,1337,666,1030,5850,0,4755,5780,0
gene-UHMK1|UHMK1,9656,6498,7452,15166,0,15162,31440,6
gene-LOC111094516|LOC111094516,0,0,0,16,0,0,0,0
gene-OLFML2B|OLFML2B,170,384,714,634,0,488,1638,0
gene-LOC609484|LOC609484,115,189,163,1010,0,451,754,0
gene-SPATA46|SPATA46,0,0,0,25,0,0,8,0
gene-LOC119870474|LOC119870474,0,0,0,55,0,5,25,0
gene-LOC119868058|LOC119868058,0,0,0,7,0,9,0,0
gene-LOC111094523|LOC111094523,0,0,0,36,0,6,3,0
gene-LOC119868059|LOC119868059,0,0,5,8,0,7,38,0
gene-LOC119868060|LOC119868060,0,2,0,21,0,5,53,0
gene-LOC102155091|LOC102155091,0,0,0,0,0,0,0,0
gene-LOC111094525|LOC111094525,0,3,0,5,0,0,8,0
gene-ATF6|ATF6,1459,3076,1905,6277,0,4519,12750,0
gene-DUSP12|DUSP12,878,488,993,963,0,1467,6335,0
gene-FCRLB|FCRLB,67,4,142,1153,0,64,4871,0
gene-FCRLA|FCRLA,5,3,8,36,0,51,111,0
gene-FCGR2B|FCGR2B,575,92,554,2167,0,2338,18061,0
gene-LOC478984|LOC478984,3342,791,2407,4281,0,388,40303,0
gene-TRNAN-GUU-14|TRNAN-GUU,0,0,0,0,0,0,0,0
gene-LOC111094513|LOC111094513,10,4,5,46,0,45,238,6
gene-MPZ|MPZ,0,0,0,6,0,0,4,0
gene-PCP4L1|PCP4L1,379,289,1164,3556,0,670,832,0
gene-LOC119870477|LOC119870477,0,0,0,0,0,0,2,0
gene-TRNAG-GCC-10|TRNAG-GCC,0,0,0,0,0,0,0,0
gene-TRNAL-CAG-6|TRNAL-CAG,0,0,0,0,0,0,1,0
gene-TRNAD-GUC-10|TRNAD-GUC,0,0,0,1,0,0,0,0
gene-TRNAG-UCC-9|TRNAG-UCC,0,0,0,0,0,0,0,0
gene-TRNAE-CUC-12|TRNAE-CUC,0,0,0,0,0,0,0,0
gene-TRNAN-GUU-15|TRNAN-GUU,0,0,0,0,0,0,0,0
gene-TRNAE-UUC-9|TRNAE-UUC,0,0,0,0,0,0,0,0
gene-TRNAE-UUC-10|TRNAE-UUC,0,0,0,0,0,0,0,0
gene-TRNAV-CAC-10|TRNAV-CAC,0,0,0,0,0,0,0,0
gene-CFAP126|CFAP126,173,392,279,633,0,317,1259,0
gene-LOC119868063|LOC119868063,0,0,12,6,0,8,25,0
gene-LOC119868062|LOC119868062,8,6,20,46,0,61,181,0
gene-SDHC|SDHC,5024,4802,5368,11322,18,37310,33195,13
gene-TOMM40L|TOMM40L,79,168,240,696,0,628,1124,0
gene-NR1I3|NR1I3,1059,715,1307,5249,10,5501,8862,0
gene-FCER1G|FCER1G,335,235,324,1020,0,247,4751,0
gene-APOA2|APOA2,51491,37124,62864,106064,289,408381,183514,102
gene-LOC119868066|LOC119868066,0,0,6,4,0,8,24,0
gene-ADAMTS4|ADAMTS4,32,71,245,102,0,76,575,0
gene-NDUFS2|NDUFS2,6852,5899,5980,16515,36,22258,28903,0
gene-B4GALT3|B4GALT3,440,488,502,1592,0,2430,5482,0
gene-PPOX|PPOX,399,367,408,503,0,1350,1259,0
gene-USP21|USP21,230,193,249,426,0,822,1145,0
gene-LOC119868068|LOC119868068,0,0,4,4,0,4,3,0
gene-UFC1|UFC1,1590,1283,2340,3796,16,10648,9045,0
gene-ARHGAP30|ARHGAP30,161,253,309,942,0,426,5821,0
gene-DEDD|DEDD,622,851,766,2481,0,2174,3751,0
gene-KLHDC9|KLHDC9,0,0,16,8,0,0,11,0
gene-NIT1|NIT1,1960,2991,1626,5577,8,11775,19914,0
gene-PFDN2|PFDN2,464,574,709,1979,0,1925,5113,0
gene-USF1|USF1,948,692,1313,3764,0,4714,10061,0
gene-TSTD1|TSTD1,1265,310,1162,1587,0,1662,1233,0
gene-LOC119868070|LOC119868070,0,0,3,9,0,10,0,0
gene-CD244|CD244,19,5,16,155,0,74,390,0
gene-LOC111094568|LOC111094568,4,0,6,12,0,0,30,0
gene-LY9|LY9,129,81,278,402,0,215,2612,0
gene-F11R|F11R,9016,3446,6653,18180,7,21095,34573,0
gene-SLAMF7|SLAMF7,61,10,97,256,0,218,984,0
gene-LOC119868095|LOC119868095,0,0,0,0,0,0,0,0
gene-CD48|CD48,225,163,637,342,0,175,3402,0
gene-SLAMF1|SLAMF1,0,5,0,13,0,8,70,0
gene-LOC119868071|LOC119868071,0,0,0,0,0,0,0,0
gene-CD84|CD84,228,235,397,472,0,70,1517,0
gene-SLAMF6|SLAMF6,103,8,46,226,0,159,1054,0
gene-VANGL2|VANGL2,7,4,20,39,0,24,59,0
gene-COPA|COPA,4383,8568,6032,19898,0,11425,21084,8
gene-NCSTN|NCSTN,1103,1623,1503,4135,0,4600,12019,0
gene-PEX19|PEX19,1836,1404,1962,3738,0,5471,12726,0
gene-LOC119868079|LOC119868079,0,0,0,0,0,0,0,0
gene-DCAF8|DCAF8,2189,2832,3676,10732,0,11517,17891,0
gene-CASQ1|CASQ1,0,0,0,140,0,0,0,0
gene-PEA15|PEA15,868,1582,2140,5067,0,3812,14590,0
gene-ATP1A4|ATP1A4,7,0,11,127,0,32,136,0
gene-LOC106558361|LOC106558361,0,0,0,0,0,0,0,0
gene-LOC119868075|LOC119868075,5,0,0,21,0,39,28,0
gene-LOC119868074|LOC119868074,7,0,0,50,0,49,73,0
gene-IGSF8|IGSF8,302,90,788,1767,0,984,1242,0
gene-LOC111094550|LOC111094550,0,0,0,0,0,0,0,0
gene-KCNJ9|KCNJ9,14,9,7,145,0,21,30,0
gene-KCNJ10|KCNJ10,551,22,53,1700,0,110,3780,0
gene-PIGM|PIGM,434,302,588,1199,0,979,2084,0
gene-LOC111094560|LOC111094560,8,0,24,16,0,0,237,0
gene-SLAMF9|SLAMF9,16,0,25,23,0,7,961,0
gene-IGSF9|IGSF9,58,0,62,86,0,259,290,0
gene-LOC119868077|LOC119868077,35,40,27,90,0,9,194,0
gene-SLAMF8|SLAMF8,52,22,19,161,0,26,234,0
gene-TAGLN2|TAGLN2,6374,4326,7689,26690,19,17798,54392,5
gene-LOC119868021|LOC119868021,14,9,9,44,0,4,146,0
gene-DUSP23|DUSP23,441,241,570,1571,0,955,2570,0
gene-FCER1A|FCER1A,15,0,36,121,0,386,775,0
gene-ACKR1|ACKR1,113,5,104,208,0,103,1041,0
gene-CRP|CRP,5966,4338,5291,63864,13,27937,226501,6
gene-LOC111094466|LOC111094466,6,1,18,25,0,17,96,0
gene-LOC488622|LOC488622,194,71,229,362,0,155,3251,0
gene-LOC119863896|LOC119863896,0,0,9,15,0,0,49,0
gene-MNDA|MNDA,329,199,771,1069,0,574,5440,0
gene-OR6N2|OR6N2,2,7,0,3,0,0,0,0
gene-SPTA1|SPTA1,22,6,0,134,0,0,174,0
gene-LOC119863892|LOC119863892,19,65,120,163,0,41,171,0
gene-LOC608848|LOC608848,40,0,38,239,0,73,422,0
gene-LOC100687567|LOC100687567,0,5,0,0,0,10,12,0
gene-LOC610726|LOC610726,0,0,0,7,0,15,0,0
gene-CD1A8|CD1A8,7,18,9,64,0,15,6,0
gene-CD1A6|CD1A6,7,9,4,103,0,15,23,0
gene-CD1D|CD1D,119,22,141,969,0,44,278,0
gene-LOC111094485|LOC111094485,3,3,9,13,0,17,66,0
gene-KIRREL1|KIRREL1,23,19,73,316,0,101,241,0
gene-TLR5|TLR5,26,13,165,283,0,351,239,0
gene-DISP1|DISP1,466,784,590,2892,0,1174,1983,0
gene-LOC111094535|LOC111094535,0,3,0,14,0,9,0,0
gene-LOC119868105|LOC119868105,0,0,0,0,0,0,0,0
gene-LOC119868078|LOC119868078,6,6,30,133,0,185,110,0
gene-GTPBP6|GTPBP6,236,85,381,742,0,1143,2144,0
gene-PLCXD1|PLCXD1,174,35,261,2288,0,616,1800,0
gene-LOC102156180|LOC102156180,3,0,3,28,0,0,7,0
gene-PPP2R3B|PPP2R3B,80,88,303,577,0,344,769,0
gene-CRLF2|CRLF2,61,12,96,236,0,139,1038,0
gene-CSF2RA|CSF2RA,105,24,106,425,0,120,1022,0
gene-LOC100686341|LOC100686341,0,0,0,61,0,67,278,0
gene-IL3RA|IL3RA,54,0,97,73,0,49,288,0
gene-SLC25A6|SLC25A6,14538,16499,27075,30506,20,41434,60994,10
gene-LOC119868345|LOC119868345,118,17,66,621,0,399,1805,0
gene-ASMTL|ASMTL,1496,1721,2586,23657,0,10248,14229,0
gene-P2RY8|P2RY8,7,24,35,58,0,13,177,0
gene-LOC111094809|LOC111094809,0,0,0,0,0,0,0,0
gene-AKAP17A|AKAP17A,260,134,992,3815,0,1700,2165,0
gene-LOC102156221|LOC102156221,11,0,10,29,0,6,51,0
gene-DHRSX|DHRSX,1327,771,1380,2856,0,4160,3160,0
gene-ZBED1|ZBED1,1185,1030,2313,5879,0,4074,6414,0
gene-XG|XG,68,155,1252,11944,0,1973,1905,0
gene-CD99|CD99,3429,1680,6115,14277,11,12790,23658,0
gene-GYG2|GYG2,1612,603,1652,3861,0,5214,8763,0
gene-ARSD|ARSD,1378,525,1636,5520,0,5317,5793,0
gene-MXRA5|MXRA5,11,330,875,233,0,183,470,0
gene-LOC111094877|LOC111094877,6,0,0,26,0,52,57,0
gene-PRKX|PRKX,1633,2147,1596,8399,0,9035,8779,0
gene-LOC102152007|LOC102152007,0,0,0,0,0,0,0,0
gene-LOC102152065|LOC102152065,15,0,10,0,0,115,16,0
gene-PUDP|PUDP,1189,756,1018,1335,0,1547,4406,0
gene-LOC119868355|LOC119868355,0,0,0,0,0,0,0,0
gene-LOC102152223|LOC102152223,3,0,3,15,0,6,42,0
gene-LOC119868632|LOC119868632,0,0,0,0,0,0,0,0
gene-STS|STS,1748,408,178,2000,0,3692,1773,0
gene-LOC119868356|LOC119868356,0,0,0,0,0,0,0,0
gene-PNPLA4|PNPLA4,117,47,65,143,0,238,466,0
gene-LOC102152866|LOC102152866,8,4,0,28,0,13,17,0
gene-LOC111094756|LOC111094756,15,53,62,122,0,115,147,0
gene-LOC111094757|LOC111094757,0,0,0,0,0,0,0,0
gene-LOC119870535|LOC119870535,0,0,0,0,0,0,0,0
gene-LOC119870552|LOC119870552,0,5,0,0,0,0,0,0
gene-ANOS1|ANOS1,59,22,79,113,0,25,235,0
gene-LOC102153595|LOC102153595,0,5,10,6,0,1,64,1
gene-LOC100686374|LOC100686374,0,0,2,2,0,0,0,0
gene-LOC100686005|LOC100686005,8,8,15,10,5,13,21,3
gene-LOC119868357|LOC119868357,0,0,21,17,0,5,72,0
gene-TBL1X|TBL1X,3735,2194,5290,9579,0,7574,12920,0
gene-LOC119868358|LOC119868358,0,4,21,79,0,16,26,0
gene-GPR143|GPR143,46,19,43,86,0,91,162,0
gene-SHROOM2|SHROOM2,905,1265,845,3551,0,3021,3697,0
gene-CLDN34|CLDN34,36,103,35,195,0,14,147,0
gene-WWC3|WWC3,192,93,543,3822,0,386,1973,0
gene-LOC111094805|LOC111094805,0,0,4,7,0,0,0,0
gene-CLCN4|CLCN4,1270,1000,1138,6722,0,2844,4057,0
gene-MID1|MID1,86,221,155,1046,0,284,962,0
gene-LOC111094668|LOC111094668,0,0,0,0,0,0,0,0
gene-LOC111094815|LOC111094815,8,0,5,14,0,26,46,0
gene-HCCS|HCCS,300,398,476,1018,0,1106,3318,0
gene-LOC111094745|LOC111094745,0,0,1,0,0,0,1,0
gene-MSL3|MSL3,678,632,906,1412,0,1817,3446,0
gene-ARHGAP6|ARHGAP6,28,72,428,76,0,171,647,0
gene-AMELX|AMELX,0,0,0,0,0,0,0,0
gene-LOC102154725|LOC102154725,2915,762,1398,1819,4952,15771,12037,2795
gene-LOC119863884|LOC119863884,0,0,0,0,0,0,0,0
gene-TLR7|TLR7,14,123,59,38,0,8,125,0
gene-PRPS2|PRPS2,1040,881,1247,1847,0,1573,5701,362
gene-TLR8|TLR8,73,160,190,209,0,103,1474,0
gene-LOC119868152|LOC119868152,0,0,0,9,0,0,10,0
gene-TCEANC|TCEANC,177,117,342,104,0,470,295,0
gene-EGFL6|EGFL6,6,0,15,0,0,12,70,0
gene-TRNAR-CCU-17|TRNAR-CCU,0,0,0,0,0,0,0,0
gene-LOC119870487|LOC119870487,0,0,0,0,0,0,0,0
gene-TMSB4X|TMSB4X,16940,5250,20043,57220,18894,31671,256003,42594
gene-RAB9A|RAB9A,1945,1585,3214,3103,3,4463,11443,0
gene-OFD1|OFD1,233,307,528,419,0,606,1261,0
gene-LOC480840|LOC480840,49,52,127,233,0,240,502,0
gene-GPM6B|GPM6B,4,0,20,127,0,189,357,0
gene-LOC111094924|LOC111094924,0,0,0,0,0,0,0,0
gene-FANCB|FANCB,6,31,83,10,0,22,177,0
gene-LOC119868571|LOC119868571,0,0,0,0,0,0,0,0
gene-GLRA2|GLRA2,4,63,144,40,0,42,89,0
gene-LOC111094719|LOC111094719,0,0,1,0,0,0,0,0
gene-MOSPD2|MOSPD2,1573,1458,3199,1725,0,3888,7939,0
gene-ASB9|ASB9,19,26,114,69,0,86,406,0
gene-ASB11|ASB11,9,0,7,11,0,0,33,0
gene-PIGA|PIGA,37,205,227,444,0,441,784,0
gene-VEGFD|VEGFD,45,13,75,39,0,141,146,0
gene-PIR|PIR,1389,988,1481,2784,0,8248,5840,0
gene-CLTRN|CLTRN,743,502,621,977,0,1900,3846,0
gene-LOC119870507|LOC119870507,6,0,4,28,0,29,71,0
gene-BMX|BMX,28,81,150,322,0,346,1725,0
gene-ACE2|ACE2,4973,311,1035,2862,9,4064,1230,0
gene-CA5B|CA5B,23,29,66,39,0,78,183,0
gene-RPL18P|RPL18P,9,16,9,20,4,13,15,0
gene-LOC102153802|LOC102153802,17,29,31,24,0,30,157,0
gene-LOC111094920|LOC111094920,3,0,6,3,0,4,7,0
gene-ZRSR2|ZRSR2,105,195,211,528,0,560,1294,0
gene-AP1S2|AP1S2,257,280,785,290,0,265,2113,0
gene-LOC611472|LOC611472,31,35,4,43,1,10,54,0
gene-GRPR|GRPR,0,0,5,3,0,0,0,0
gene-LOC119868366|LOC119868366,0,0,0,6,0,0,0,0
gene-LOC106558474|LOC106558474,10,19,4,13,1,13,3,1
gene-CTPS2|CTPS2,1010,1772,1849,2685,0,2201,5898,0
gene-TRNAE-CUC-13|TRNAE-CUC,0,0,0,0,0,0,0,0
gene-S100G|S100G,7,5,3,0,0,0,0,0
gene-SYAP1|SYAP1,2694,2086,3022,5170,0,3367,15311,0
gene-TXLNG|TXLNG,270,403,581,820,0,821,1886,0
gene-LOC119868573|LOC119868573,0,0,0,1,0,0,0,0
gene-RBBP7|RBBP7,747,1189,1461,2193,55,2485,7601,87
gene-REPS2|REPS2,265,740,541,451,0,646,809,0
gene-LOC111094684|LOC111094684,0,0,0,2,0,0,0,0
gene-SCML1|SCML1,59,38,358,216,0,286,865,0
gene-NHS|NHS,82,23,71,152,0,104,431,0
gene-LOC119868367|LOC119868367,0,0,0,9,0,0,19,0
gene-LOC119868368|LOC119868368,0,0,0,6,0,0,0,0
gene-RAI2|RAI2,23,28,133,119,0,119,343,0
gene-LOC111094928|LOC111094928,0,0,0,0,0,0,0,0
gene-LOC100688612|LOC100688612,0,0,0,0,0,0,0,0
gene-LOC119868690|LOC119868690,0,0,0,0,0,0,0,0
gene-LOC100688749|LOC100688749,0,0,0,0,0,0,0,0
gene-LOC119870491|LOC119870491,2,0,0,0,0,0,0,0
gene-LOC102153752|LOC102153752,2,0,0,3,0,2,14,0
gene-NUDT11|NUDT11,227,509,333,392,0,873,353,0
gene-LOC106558414|LOC106558414,0,0,0,0,0,0,11,0
gene-CHST7|CHST7,68,13,148,135,0,66,451,0
gene-SLC9A7|SLC9A7,34,91,107,359,0,274,671,0
gene-LOC111094868|LOC111094868,0,0,0,0,0,0,0,0
gene-LOC119870490|LOC119870490,0,0,2,0,0,0,0,0
gene-LOC609149|LOC609149,69,122,215,66,0,87,247,0
gene-RP2|RP2,362,513,593,434,0,446,3100,0
gene-JADE3|JADE3,65,153,142,216,0,163,444,0
gene-LOC102156749|LOC102156749,0,0,1,1,1,1,1,0
gene-LOC491854|LOC491854,46,43,19,20,1,8,3,0
gene-LOC491855|LOC491855,5,2,0,2,0,1,4,0
gene-RGN|RGN,20443,9439,56512,100423,70,106998,82694,7
gene-RBM10|RBM10,715,1433,1321,4017,5,3491,7350,3
gene-NDUFB11|NDUFB11,1769,1567,1882,3854,0,9254,14966,0
gene-UBA1|UBA1,2008,4620,3036,12169,0,9105,16779,0
gene-CDK16|CDK16,1052,2232,1258,4626,0,3478,5088,0
gene-USP11|USP11,970,1336,1593,7057,0,4126,6598,0
gene-ZNF157|ZNF157,8,26,14,34,0,13,62,0
gene-LOC100685407|LOC100685407,18,23,61,15,0,64,133,16
gene-ZNF41|ZNF41,68,19,85,166,0,156,202,0
gene-LOC102157029|LOC102157029,7,6,3,2,0,28,3,0
gene-SYN1|SYN1,0,4,0,20,0,0,110,0
gene-ARAF|ARAF,1844,2574,1812,6721,0,6718,9041,0
gene-TIMP1|TIMP1,220,358,1585,826,0,1351,13753,0
gene-CFP|CFP,1200,113,228,5221,0,307,8243,0
gene-ELK1|ELK1,314,343,665,1013,0,1327,2289,0
gene-UXT|UXT,358,543,343,522,0,1183,1939,0
gene-ZNF81|ZNF81,139,116,193,124,0,208,416,0
gene-ZNF182|ZNF182,35,27,70,69,0,76,367,0
gene-ZNF630|ZNF630,17,0,103,9,0,92,108,0
gene-LOC119868649|LOC119868649,0,0,0,0,0,0,0,0
gene-PORCN|PORCN,118,148,100,555,0,546,3190,0
gene-FTSJ1|FTSJ1,426,797,692,2577,0,2206,4875,0
gene-TBC1D25|TBC1D25,135,277,263,576,0,408,988,0
gene-EBP|EBP,5818,4697,5035,13148,0,37781,53628,2635
gene-RBM3|RBM3,215,76,693,674,79,753,2351,112
gene-WDR13|WDR13,705,572,741,2306,0,1610,2341,0
gene-WAS|WAS,49,54,85,324,0,169,1578,0
gene-SUV39H1|SUV39H1,84,123,218,171,0,297,401,0
gene-LOC111094680|LOC111094680,0,23,16,134,0,266,103,0
gene-GLOD5|GLOD5,265,380,206,690,0,2267,2198,0
gene-GATA1|GATA1,0,9,16,60,0,64,210,0
gene-LOC100685808|LOC100685808,0,0,0,0,0,0,0,0
gene-HDAC6|HDAC6,608,807,740,1852,0,2276,3500,0
gene-LOC119868637|LOC119868637,0,0,0,0,0,0,0,0
gene-ERAS|ERAS,0,0,3,15,0,26,28,0
gene-PIM2|PIM2,10,219,56,171,0,98,507,0
gene-TIMM17B|TIMM17B,572,908,781,2404,0,2592,5635,0
gene-PQBP1|PQBP1,1101,1944,1667,2874,147,2973,3361,108
gene-SLC35A2|SLC35A2,272,324,306,1392,0,905,2121,0
gene-OTUD5|OTUD5,871,1163,1452,4691,0,3424,5322,0
gene-KCND1|KCND1,38,34,53,80,0,9,352,0
gene-GRIPAP1|GRIPAP1,354,515,595,1795,0,1566,4190,0
gene-TFE3|TFE3,694,905,1284,2992,0,3641,4881,0
gene-CCDC120|CCDC120,44,122,211,351,0,447,557,0
gene-PRAF2|PRAF2,265,237,1408,787,0,1093,2942,0
gene-GPKOW|GPKOW,252,332,539,1204,0,1152,2661,0
gene-WDR45|WDR45,1426,1700,1686,4581,24,4732,8597,28
gene-LOC612555|LOC612555,293,125,148,449,0,1980,2037,0
gene-SYP|SYP,0,0,0,25,0,18,53,0
gene-PRICKLE3|PRICKLE3,109,113,366,1194,0,559,1767,0
gene-LOC480914|LOC480914,180,334,569,315,0,427,2823,0
gene-CCDC22|CCDC22,218,390,265,655,0,623,1511,0
gene-FOXP3|FOXP3,0,19,0,7,0,14,16,0
gene-PPP1R3F|PPP1R3F,23,18,43,133,0,149,223,0
gene-USP27X|USP27X,55,25,23,37,0,53,163,0
gene-LOC491880|LOC491880,2,2,0,1,0,1,1,0
gene-CLCN5|CLCN5,134,760,196,378,0,212,1393,0
gene-MIR532|MIR532,0,0,0,0,0,0,0,0
rna-NR_049410.1|MIR532,0,0,0,0,0,0,0,0
gene-MIR188|MIR188,0,0,0,0,0,0,0,0
rna-NR_049471.1|MIR188,0,0,0,0,0,0,0,0
gene-MIR500|MIR500,0,0,0,0,0,0,0,0
rna-NR_049411.1|MIR500,0,0,0,0,0,0,0,0
gene-MIR362|MIR362,0,0,0,0,0,0,0,0
rna-NR_049475.1|MIR362,0,0,0,0,0,0,0,0
gene-MIR660|MIR660,0,0,0,0,0,0,0,0
rna-NR_049412.1|MIR660,0,0,0,0,0,0,0,0
gene-MIR502|MIR502,0,0,0,0,0,0,0,0
rna-NR_049413.1|MIR502,0,0,0,0,0,0,0,0
gene-LOC106558376|LOC106558376,0,0,0,0,0,0,0,0
gene-CCNB3|CCNB3,6,65,40,18,0,0,90,0
gene-LOC106558385|LOC106558385,7,7,15,0,0,0,1,0
gene-LOC119868616|LOC119868616,0,0,0,0,0,0,0,0
gene-LOC111094696|LOC111094696,0,0,0,0,0,0,0,0
gene-SHROOM4|SHROOM4,63,39,112,261,0,151,1247,0
gene-LOC480918|LOC480918,12,10,23,5,3,14,16,3
gene-LOC612587|LOC612587,67,350,113,59,0,198,70,0
gene-LOC609762|LOC609762,1,1,1,1,0,1,1,0
gene-LOC102151787|LOC102151787,0,0,0,0,0,0,0,0
gene-ZNF674|ZNF674,40,54,145,112,0,159,409,0
gene-ZNF674-2|ZNF674,17,29,40,100,0,100,206,0
gene-LOC100687806|LOC100687806,102,53,23,29,6,15,11,6
gene-CFAP47|CFAP47,12,3,10,13,2,27,173,0
gene-LOC102151675|LOC102151675,0,0,0,9,0,1,4,0
gene-LOC119870486|LOC119870486,0,0,0,1,0,0,0,0
gene-LOC100687437|LOC100687437,0,0,0,0,0,0,0,0
gene-LOC491817|LOC491817,112,306,111,340,16,44,73,20
gene-LOC608684|LOC608684,39,48,37,16,1,11,57,2
gene-PRRG1|PRRG1,84,211,109,142,0,194,518,0
gene-LOC100687930|LOC100687930,0,0,0,0,0,0,3,0
gene-LOC100688088|LOC100688088,4,4,0,0,0,0,1,0
gene-LOC100688166|LOC100688166,8,17,26,10,5,18,12,7
gene-LANCL3|LANCL3,19,5,38,15,0,95,128,0
gene-XK|XK,1049,395,694,1309,0,1513,2414,0
gene-CYBB|CYBB,368,306,505,1027,0,129,4184,0
gene-LOC612295|LOC612295,86,41,313,44,0,94,333,0
gene-DYNLT3|DYNLT3,684,284,1414,769,0,1373,6296,0
gene-LOC119868708|LOC119868708,1,1,3,1,1,2,1,2
gene-SRPX|SRPX,58,37,516,365,10,479,2160,27
gene-RPGR|RPGR,24,21,160,99,0,93,409,0
gene-LOC102153158|LOC102153158,4,7,2,15,0,11,11,0
gene-LOC119868428|LOC119868428,14,22,14,43,0,16,32,0
gene-TSPAN7|TSPAN7,1034,275,640,3834,0,2856,16417,0
gene-LOC111094802|LOC111094802,0,0,0,0,0,2,0,0
gene-OTC|OTC,19926,9515,9612,24071,70,71001,55660,30
gene-MID1IP1|MID1IP1,408,731,2137,7536,0,714,2214,0
gene-BCOR|BCOR,182,357,423,1428,0,463,1232,0
gene-LOC111094694|LOC111094694,0,0,0,0,0,0,0,0
gene-LOC102155424|LOC102155424,2,0,21,0,0,0,8,0
gene-LOC100683203|LOC100683203,3,0,14,14,0,0,9,0
gene-LOC111094748|LOC111094748,0,0,0,3,0,2,5,0
gene-ATP6AP2|ATP6AP2,5555,3830,6554,6233,0,10064,33226,0
gene-CXHXorf38|CXHXorf38,502,271,304,699,0,1276,1225,0
gene-MED14|MED14,382,691,489,782,0,840,1388,0
gene-LOC102154834|LOC102154834,0,6,10,22,0,12,38,0
gene-USP9X|USP9X,1846,2436,2368,3575,0,3734,7166,0
gene-LOC100683417|LOC100683417,119,76,46,575,5,248,222,7
